,REGIONID,PRODUCT,YEARWEEK,QTY,REGIONID,PRODUCT,YEARWEEK,QTY
2206,A01,PRODUCT14,201404,7562,,,,
2207,A01,PRODUCT62,201404,3325,,,,
2305,A01,PRODUCT2,201403,236,,,,
2306,A01,PRODUCT6,201403,0,,,,
2307,A01,PRODUCT58,201403,0,,,,
2308,A01,PRODUCT63,201403,31379,,,,
2309,A01,PRODUCT15,201403,3689,,,,
2310,A01,PRODUCT4,201403,17331,,,,
2311,A01,PRODUCT16,201403,1018,,,,
2312,A01,PRODUCT59,201403,237089,,,,
2313,A01,PRODUCT34,201403,13514,,,,
2314,A01,PRODUCT7,201403,789,,,,
2527,A01,PRODUCT2,201402,203,,,,
2528,A01,PRODUCT6,201402,1,,,,
2529,A01,PRODUCT58,201402,0,,,,
2530,A01,PRODUCT63,201402,38334,,,,
2531,A01,PRODUCT15,201402,4049,,,,
2532,A01,PRODUCT4,201402,14310,,,,
2533,A01,PRODUCT16,201402,919,,,,
2534,A01,PRODUCT59,201402,232995,,,,
2535,A01,PRODUCT34,201402,12032,,,,
2536,A01,PRODUCT7,201402,868,,,,
2537,A01,PRODUCT75,201402,21562,,,,
2538,A01,PRODUCT8,201402,102,,,,
2539,A01,PRODUCT19,201402,2401,,,,
2540,A01,PRODUCT20,201402,6,,,,
2541,A01,PRODUCT47,201402,4286,,,,
2542,A01,PRODUCT60,201402,10,,,,
2543,A01,PRODUCT56,201402,4611,,,,
2544,A01,PRODUCT57,201402,9108,,,,
2545,A01,PRODUCT12,201402,109173,,,,
2546,A01,PRODUCT1,201402,9169,,,,
2547,A01,PRODUCT33,201402,5337,,,,
2548,A01,PRODUCT14,201402,6363,,,,
2549,A01,PRODUCT62,201402,3309,,,,
3519,,,,,A20,PRODUCT58,201404,0
3520,,,,,A20,PRODUCT59,201404,14178
3521,,,,,A20,PRODUCT34,201404,442
3635,,,,,A20,PRODUCT58,201405,0
3636,,,,,A20,PRODUCT59,201405,15276
3637,,,,,A20,PRODUCT34,201405,524
3982,,,,,A20,PRODUCT58,201406,0
3983,,,,,A20,PRODUCT59,201406,15824
3984,,,,,A20,PRODUCT34,201406,606
4119,A01,PRODUCT2,201408,260,,,,
4120,A01,PRODUCT6,201408,0,,,,
4121,A01,PRODUCT58,201408,0,,,,
4122,A01,PRODUCT63,201408,47394,,,,
4123,A01,PRODUCT15,201408,3608,,,,
4124,A01,PRODUCT4,201408,21528,,,,
4125,A01,PRODUCT16,201408,1327,,,,
4126,A01,PRODUCT59,201408,406640,,,,
4127,A01,PRODUCT34,201408,40100,,,,
4128,A01,PRODUCT7,201408,1401,,,,
4129,A01,PRODUCT75,201408,31742,,,,
4130,A01,PRODUCT8,201408,126,,,,
4131,A01,PRODUCT19,201408,1414,,,,
4132,A01,PRODUCT20,201408,23,,,,
4133,A01,PRODUCT47,201408,5966,,,,
4134,A01,PRODUCT60,201408,2,,,,
4135,A01,PRODUCT56,201408,7592,,,,
4136,A01,PRODUCT57,201408,9314,,,,
4137,A01,PRODUCT12,201408,162431,,,,
4138,A01,PRODUCT1,201408,10156,,,,
4139,A01,PRODUCT33,201408,8519,,,,
4140,A01,PRODUCT14,201408,10811,,,,
4141,A01,PRODUCT62,201408,6383,,,,
4668,A01,PRODUCT2,201406,277,,,,
4669,A01,PRODUCT6,201406,6,,,,
4670,A01,PRODUCT58,201406,0,,,,
4671,A01,PRODUCT63,201406,35860,,,,
4672,A01,PRODUCT15,201406,4208,,,,
4673,A01,PRODUCT4,201406,17662,,,,
4674,A01,PRODUCT16,201406,991,,,,
4675,A01,PRODUCT59,201406,331793,,,,
4676,A01,PRODUCT34,201406,18152,,,,
4677,A01,PRODUCT7,201406,878,,,,
4678,A01,PRODUCT75,201406,24135,,,,
4679,A01,PRODUCT8,201406,156,,,,
4680,A01,PRODUCT19,201406,1428,,,,
4681,A01,PRODUCT20,201406,18,,,,
4682,A01,PRODUCT47,201406,3684,,,,
4683,A01,PRODUCT60,201406,5,,,,
4684,A01,PRODUCT56,201406,5777,,,,
4685,A01,PRODUCT57,201406,8392,,,,
4686,A01,PRODUCT12,201406,124848,,,,
4687,A01,PRODUCT1,201406,10327,,,,
4688,A01,PRODUCT33,201406,4854,,,,
4689,A01,PRODUCT14,201406,8858,,,,
4690,A01,PRODUCT62,201406,7374,,,,
4895,A01,PRODUCT2,201405,246,,,,
4896,A01,PRODUCT6,201405,0,,,,
4897,A01,PRODUCT58,201405,0,,,,
4898,A01,PRODUCT63,201405,43301,,,,
4899,A01,PRODUCT15,201405,3379,,,,
4900,A01,PRODUCT4,201405,24596,,,,
4901,A01,PRODUCT16,201405,1114,,,,
4902,A01,PRODUCT59,201405,310006,,,,
4903,A01,PRODUCT34,201405,12496,,,,
4904,A01,PRODUCT7,201405,972,,,,
4905,A01,PRODUCT75,201405,28700,,,,
4906,A01,PRODUCT8,201405,160,,,,
4907,A01,PRODUCT19,201405,2199,,,,
4908,A01,PRODUCT20,201405,22,,,,
4909,A01,PRODUCT47,201405,3276,,,,
4910,A01,PRODUCT60,201405,13,,,,
4911,A01,PRODUCT56,201405,5277,,,,
4912,A01,PRODUCT57,201405,8550,,,,
4913,A01,PRODUCT12,201405,167828,,,,
4914,A01,PRODUCT1,201405,10254,,,,
4915,A01,PRODUCT33,201405,4385,,,,
4916,A01,PRODUCT14,201405,6035,,,,
4917,A01,PRODUCT62,201405,3855,,,,
5547,A01,PRODUCT2,201407,240,,,,
5548,A01,PRODUCT6,201407,0,,,,
5549,A01,PRODUCT58,201407,0,,,,
5550,A01,PRODUCT63,201407,48170,,,,
5551,A01,PRODUCT15,201407,6211,,,,
5552,A01,PRODUCT4,201407,23494,,,,
5553,A01,PRODUCT16,201407,1294,,,,
5554,A01,PRODUCT59,201407,420826,,,,
5555,A01,PRODUCT34,201407,35577,,,,
5556,A01,PRODUCT7,201407,1024,,,,
5557,A01,PRODUCT75,201407,27527,,,,
5558,A01,PRODUCT8,201407,110,,,,
5559,A01,PRODUCT19,201407,2269,,,,
5560,A01,PRODUCT20,201407,37,,,,
5561,A01,PRODUCT47,201407,4931,,,,
5562,A01,PRODUCT60,201407,2,,,,
5563,A01,PRODUCT56,201407,5964,,,,
5564,A01,PRODUCT57,201407,8763,,,,
5565,A01,PRODUCT12,201407,157644,,,,
5566,A01,PRODUCT1,201407,9581,,,,
5567,A01,PRODUCT33,201407,6519,,,,
5568,A01,PRODUCT14,201407,9796,,,,
5569,A01,PRODUCT62,201407,6679,,,,
5797,A01,PRODUCT8,201409,115,,,,
5798,A01,PRODUCT19,201409,2544,,,,
5799,A01,PRODUCT20,201409,33,,,,
5800,A01,PRODUCT47,201409,4175,,,,
5801,A01,PRODUCT60,201409,-2,,,,
5802,A01,PRODUCT56,201409,7003,,,,
5803,A01,PRODUCT57,201409,8571,,,,
5804,A01,PRODUCT12,201409,147877,,,,
5805,A01,PRODUCT1,201409,9045,,,,
5806,A01,PRODUCT33,201409,8135,,,,
5807,A01,PRODUCT14,201409,9000,,,,
5808,A01,PRODUCT62,201409,4571,,,,
6136,,,,,A20,PRODUCT58,201407,0
6137,,,,,A20,PRODUCT59,201407,16409
6138,,,,,A20,PRODUCT34,201407,725
6851,A01,PRODUCT2,201409,314,,,,
6852,A01,PRODUCT6,201409,0,,,,
6853,A01,PRODUCT58,201409,0,,,,
6854,A01,PRODUCT63,201409,42695,,,,
6855,A01,PRODUCT15,201409,3824,,,,
6856,A01,PRODUCT4,201409,19137,,,,
6857,A01,PRODUCT16,201409,988,,,,
6858,A01,PRODUCT59,201409,379845,,,,
6859,A01,PRODUCT34,201409,38850,,,,
6860,A01,PRODUCT7,201409,978,,,,
6861,A01,PRODUCT75,201409,25819,,,,
6884,A01,PRODUCT2,201410,330,,,,
6885,A01,PRODUCT6,201410,1,,,,
6886,A01,PRODUCT58,201410,0,,,,
6887,A01,PRODUCT63,201410,40494,,,,
6888,A01,PRODUCT15,201410,3694,,,,
6889,A01,PRODUCT4,201410,16086,,,,
6890,A01,PRODUCT16,201410,965,,,,
6891,A01,PRODUCT59,201410,384239,,,,
6892,A01,PRODUCT34,201410,31439,,,,
6893,A01,PRODUCT7,201410,1245,,,,
6894,A01,PRODUCT75,201410,30186,,,,
6895,A01,PRODUCT8,201410,81,,,,
6896,A01,PRODUCT19,201410,2064,,,,
6897,A01,PRODUCT20,201410,7,,,,
6898,A01,PRODUCT47,201410,4187,,,,
6899,A01,PRODUCT60,201410,3,,,,
6900,A01,PRODUCT56,201410,6849,,,,
6901,A01,PRODUCT57,201410,7857,,,,
6902,A01,PRODUCT12,201410,145733,,,,
6903,A01,PRODUCT1,201410,8141,,,,
6904,A01,PRODUCT33,201410,7632,,,,
6905,A01,PRODUCT14,201410,9286,,,,
6906,A01,PRODUCT62,201410,5503,,,,
7121,,,,,A20,PRODUCT58,201409,0
7122,,,,,A20,PRODUCT59,201409,22278
7123,,,,,A20,PRODUCT34,201409,1069
7361,,,,,A20,PRODUCT58,201408,0
7362,,,,,A20,PRODUCT59,201408,15941
7363,,,,,A20,PRODUCT34,201408,1053
7796,A01,PRODUCT2,201411,336,,,,
7797,A01,PRODUCT6,201411,0,,,,
7798,A01,PRODUCT58,201411,0,,,,
7799,A01,PRODUCT63,201411,35093,,,,
7800,A01,PRODUCT15,201411,4213,,,,
7801,A01,PRODUCT4,201411,14790,,,,
7802,A01,PRODUCT16,201411,951,,,,
7803,A01,PRODUCT59,201411,372185,,,,
7804,A01,PRODUCT34,201411,28563,,,,
7805,A01,PRODUCT7,201411,1487,,,,
7806,A01,PRODUCT75,201411,34159,,,,
7807,A01,PRODUCT8,201411,97,,,,
7808,A01,PRODUCT19,201411,2669,,,,
7809,A01,PRODUCT20,201411,78,,,,
7810,A01,PRODUCT47,201411,4692,,,,
7811,A01,PRODUCT60,201411,6,,,,
7812,A01,PRODUCT56,201411,8219,,,,
7813,A01,PRODUCT57,201411,10860,,,,
7814,A01,PRODUCT12,201411,132535,,,,
7815,A01,PRODUCT1,201411,7635,,,,
7816,A01,PRODUCT33,201411,7415,,,,
7817,A01,PRODUCT14,201411,9027,,,,
7818,A01,PRODUCT62,201411,4984,,,,
8150,A01,PRODUCT20,201413,14,,,,
8151,A01,PRODUCT47,201413,4307,,,,
8171,A01,PRODUCT2,201412,422,,,,
8172,A01,PRODUCT6,201412,8,,,,
8173,A01,PRODUCT58,201412,4,,,,
8174,A01,PRODUCT63,201412,35347,,,,
8175,A01,PRODUCT15,201412,5746,,,,
8176,A01,PRODUCT4,201412,15900,,,,
8177,A01,PRODUCT16,201412,858,,,,
8178,A01,PRODUCT59,201412,340359,,,,
8179,A01,PRODUCT34,201412,30164,,,,
8180,A01,PRODUCT7,201412,1160,,,,
8181,A01,PRODUCT75,201412,30724,,,,
8182,A01,PRODUCT8,201412,133,,,,
8183,A01,PRODUCT19,201412,3190,,,,
8184,A01,PRODUCT20,201412,23,,,,
8185,A01,PRODUCT47,201412,4224,,,,
8186,A01,PRODUCT60,201412,1,,,,
8187,A01,PRODUCT56,201412,5264,,,,
8188,A01,PRODUCT57,201412,8738,,,,
8189,A01,PRODUCT12,201412,130579,,,,
8190,A01,PRODUCT1,201412,7703,,,,
8191,A01,PRODUCT33,201412,6915,,,,
8192,A01,PRODUCT14,201412,8027,,,,
8193,A01,PRODUCT62,201412,3689,,,,
8521,,,,,A20,PRODUCT58,201410,0
8522,,,,,A20,PRODUCT59,201410,16490
8523,,,,,A20,PRODUCT34,201410,926
9139,A01,PRODUCT2,201413,293,,,,
9140,A01,PRODUCT6,201413,1,,,,
9141,A01,PRODUCT58,201413,226,,,,
9142,A01,PRODUCT63,201413,35759,,,,
9143,A01,PRODUCT15,201413,4566,,,,
9144,A01,PRODUCT4,201413,15502,,,,
9145,A01,PRODUCT16,201413,756,,,,
9146,A01,PRODUCT59,201413,335927,,,,
9147,A01,PRODUCT34,201413,35292,,,,
9148,A01,PRODUCT7,201413,1785,,,,
9149,A01,PRODUCT75,201413,26971,,,,
9150,A01,PRODUCT8,201413,173,,,,
9151,A01,PRODUCT19,201413,2352,,,,
9396,,,,,A20,PRODUCT58,201413,0
9397,,,,,A20,PRODUCT59,201413,18003
9644,,,,,A20,PRODUCT34,201413,975
9769,,,,,A20,PRODUCT58,201412,0
9770,,,,,A20,PRODUCT59,201412,17859
9771,,,,,A20,PRODUCT34,201412,909
9971,,,,,A20,PRODUCT58,201411,0
9972,,,,,A20,PRODUCT59,201411,16794
9973,,,,,A20,PRODUCT34,201411,838
10532,,,,,A20,PRODUCT58,201414,0
10533,,,,,A20,PRODUCT59,201414,19288
10534,,,,,A20,PRODUCT34,201414,999
10574,A01,PRODUCT60,201413,0,,,,
10575,A01,PRODUCT56,201413,4657,,,,
10576,A01,PRODUCT57,201413,8684,,,,
10577,A01,PRODUCT12,201413,126000,,,,
10578,A01,PRODUCT1,201413,7295,,,,
10579,A01,PRODUCT33,201413,6287,,,,
10580,A01,PRODUCT14,201413,8538,,,,
10581,A01,PRODUCT62,201413,4882,,,,
10663,,,,,A20,PRODUCT58,201415,47
10664,,,,,A20,PRODUCT59,201415,19600
10665,,,,,A20,PRODUCT34,201415,991
11108,A01,PRODUCT2,201414,278,,,,
11109,A01,PRODUCT6,201414,1,,,,
11110,A01,PRODUCT58,201414,1321,,,,
11111,A01,PRODUCT63,201414,35415,,,,
11112,A01,PRODUCT15,201414,4389,,,,
11113,A01,PRODUCT4,201414,13936,,,,
11114,A01,PRODUCT16,201414,999,,,,
11115,A01,PRODUCT59,201414,288928,,,,
11116,A01,PRODUCT34,201414,35406,,,,
11117,A01,PRODUCT7,201414,627,,,,
11118,A01,PRODUCT75,201414,23667,,,,
11119,A01,PRODUCT8,201414,122,,,,
11120,A01,PRODUCT19,201414,2980,,,,
11121,A01,PRODUCT20,201414,8,,,,
11122,A01,PRODUCT47,201414,4741,,,,
11123,A01,PRODUCT60,201414,0,,,,
11124,A01,PRODUCT56,201414,4373,,,,
11372,A01,PRODUCT57,201414,9084,,,,
11373,A01,PRODUCT12,201414,113860,,,,
11374,A01,PRODUCT1,201414,6199,,,,
11375,A01,PRODUCT33,201414,5605,,,,
11376,A01,PRODUCT14,201414,7806,,,,
11377,A01,PRODUCT62,201414,5121,,,,
11487,A01,PRODUCT2,201415,525,,,,
11488,A01,PRODUCT6,201415,2,,,,
11489,A01,PRODUCT58,201415,16335,,,,
11490,A01,PRODUCT63,201415,32740,,,,
11491,A01,PRODUCT15,201415,5129,,,,
11492,A01,PRODUCT4,201415,13785,,,,
11493,A01,PRODUCT16,201415,973,,,,
11494,A01,PRODUCT59,201415,724021,,,,
11495,A01,PRODUCT34,201415,28944,,,,
11496,A01,PRODUCT7,201415,719,,,,
11497,A01,PRODUCT75,201415,30031,,,,
11498,A01,PRODUCT8,201415,91,,,,
11499,A01,PRODUCT19,201415,2287,,,,
11500,A01,PRODUCT20,201415,557,,,,
11501,A01,PRODUCT47,201415,4470,,,,
11502,A01,PRODUCT60,201415,1,,,,
11503,A01,PRODUCT56,201415,4483,,,,
11504,A01,PRODUCT57,201415,8789,,,,
11505,A01,PRODUCT12,201415,104570,,,,
11506,A01,PRODUCT1,201415,7016,,,,
11507,A01,PRODUCT33,201415,5700,,,,
11508,A01,PRODUCT14,201415,7329,,,,
11509,A01,PRODUCT62,201415,4971,,,,
11771,A01,PRODUCT2,201416,237,,,,
11772,A01,PRODUCT6,201416,-1,,,,
11773,A01,PRODUCT58,201416,18426,,,,
11774,A01,PRODUCT63,201416,35794,,,,
11775,A01,PRODUCT15,201416,4758,,,,
11776,A01,PRODUCT4,201416,13920,,,,
11777,A01,PRODUCT16,201416,1094,,,,
11778,A01,PRODUCT59,201416,672704,,,,
11779,A01,PRODUCT34,201416,31383,,,,
11780,A01,PRODUCT7,201416,1276,,,,
11781,A01,PRODUCT75,201416,23757,,,,
11782,A01,PRODUCT8,201416,195,,,,
11783,A01,PRODUCT19,201416,1989,,,,
11784,A01,PRODUCT20,201416,25,,,,
11785,A01,PRODUCT47,201416,5707,,,,
11786,A01,PRODUCT60,201416,-1,,,,
11787,A01,PRODUCT56,201416,4673,,,,
11788,A01,PRODUCT57,201416,8906,,,,
11789,A01,PRODUCT12,201416,100982,,,,
11790,A01,PRODUCT1,201416,6390,,,,
11791,A01,PRODUCT33,201416,5860,,,,
11792,A01,PRODUCT14,201416,8541,,,,
11793,A01,PRODUCT62,201416,6447,,,,
12666,,,,,A20,PRODUCT58,201417,169
12667,,,,,A20,PRODUCT59,201417,26086
12668,,,,,A20,PRODUCT34,201417,1264
13039,,,,,A20,PRODUCT58,201416,40
13040,,,,,A20,PRODUCT59,201416,19047
13041,,,,,A20,PRODUCT34,201416,1090
13308,,,,,A20,PRODUCT58,201418,247
13309,,,,,A20,PRODUCT59,201418,24430
13310,,,,,A20,PRODUCT34,201418,1514
13730,A01,PRODUCT2,201417,247,,,,
13731,A01,PRODUCT6,201417,1,,,,
13732,A01,PRODUCT58,201417,20213,,,,
13733,A01,PRODUCT63,201417,36697,,,,
13734,A01,PRODUCT15,201417,3644,,,,
13735,A01,PRODUCT4,201417,13662,,,,
13736,A01,PRODUCT16,201417,951,,,,
13737,A01,PRODUCT59,201417,641723,,,,
13738,A01,PRODUCT34,201417,32838,,,,
13739,A01,PRODUCT7,201417,1303,,,,
13740,A01,PRODUCT75,201417,31537,,,,
13741,A01,PRODUCT8,201417,197,,,,
13742,A01,PRODUCT19,201417,2289,,,,
13743,A01,PRODUCT20,201417,12,,,,
13744,A01,PRODUCT47,201417,5560,,,,
13745,A01,PRODUCT60,201417,-5,,,,
13746,A01,PRODUCT56,201417,4767,,,,
13747,A01,PRODUCT57,201417,8221,,,,
13748,A01,PRODUCT12,201417,106117,,,,
13749,A01,PRODUCT1,201417,6705,,,,
13750,A01,PRODUCT33,201417,5590,,,,
13751,A01,PRODUCT14,201417,7175,,,,
13752,A01,PRODUCT62,201417,4866,,,,
14155,A01,PRODUCT2,201419,316,,,,
14156,A01,PRODUCT6,201419,0,,,,
14157,A01,PRODUCT58,201419,14550,,,,
14158,A01,PRODUCT63,201419,40075,,,,
14159,A01,PRODUCT15,201419,5222,,,,
14160,A01,PRODUCT4,201419,12272,,,,
14161,A01,PRODUCT16,201419,1172,,,,
14162,A01,PRODUCT59,201419,609570,,,,
14163,A01,PRODUCT34,201419,65900,,,,
14164,A01,PRODUCT7,201419,1181,,,,
14165,A01,PRODUCT75,201419,28956,,,,
14166,A01,PRODUCT8,201419,216,,,,
14167,A01,PRODUCT19,201419,3046,,,,
14168,A01,PRODUCT20,201419,22,,,,
14169,A01,PRODUCT47,201419,4140,,,,
14170,A01,PRODUCT60,201419,2,,,,
14171,A01,PRODUCT56,201419,6801,,,,
14172,A01,PRODUCT57,201419,9073,,,,
14173,A01,PRODUCT12,201419,115085,,,,
14174,A01,PRODUCT1,201419,5640,,,,
14175,A01,PRODUCT33,201419,6972,,,,
14176,A01,PRODUCT14,201419,8466,,,,
14177,A01,PRODUCT62,201419,5831,,,,
14894,A01,PRODUCT2,201420,280,,,,
14895,A01,PRODUCT6,201420,0,,,,
14896,A01,PRODUCT58,201420,11754,,,,
14897,A01,PRODUCT63,201420,37177,,,,
14898,A01,PRODUCT15,201420,3816,,,,
14899,A01,PRODUCT4,201420,11964,,,,
14900,A01,PRODUCT16,201420,989,,,,
14901,A01,PRODUCT59,201420,534299,,,,
14902,A01,PRODUCT34,201420,72393,,,,
14903,A01,PRODUCT7,201420,1161,,,,
14904,A01,PRODUCT75,201420,21386,,,,
14905,A01,PRODUCT8,201420,156,,,,
14906,A01,PRODUCT19,201420,2668,,,,
14907,A01,PRODUCT20,201420,78,,,,
14908,A01,PRODUCT47,201420,5747,,,,
14909,A01,PRODUCT60,201420,2,,,,
14910,A01,PRODUCT56,201420,6672,,,,
14911,A01,PRODUCT57,201420,8311,,,,
14912,A01,PRODUCT12,201420,114351,,,,
14913,A01,PRODUCT1,201420,5765,,,,
14914,A01,PRODUCT33,201420,5786,,,,
14915,A01,PRODUCT14,201420,8890,,,,
14916,A01,PRODUCT62,201420,6615,,,,
15197,A01,PRODUCT2,201418,297,,,,
15198,A01,PRODUCT6,201418,1,,,,
15199,A01,PRODUCT58,201418,15005,,,,
15200,A01,PRODUCT63,201418,41351,,,,
15201,A01,PRODUCT15,201418,3841,,,,
15202,A01,PRODUCT4,201418,14287,,,,
15203,A01,PRODUCT16,201418,1177,,,,
15204,A01,PRODUCT59,201418,633313,,,,
15205,A01,PRODUCT34,201418,52392,,,,
15206,A01,PRODUCT7,201418,1083,,,,
15207,A01,PRODUCT75,201418,29259,,,,
15208,A01,PRODUCT8,201418,329,,,,
15209,A01,PRODUCT19,201418,2240,,,,
15210,A01,PRODUCT20,201418,42,,,,
15211,A01,PRODUCT47,201418,3799,,,,
15212,A01,PRODUCT60,201418,1,,,,
15213,A01,PRODUCT56,201418,7193,,,,
15214,A01,PRODUCT57,201418,8861,,,,
15215,A01,PRODUCT12,201418,115972,,,,
15216,A01,PRODUCT1,201418,5937,,,,
15217,A01,PRODUCT33,201418,5517,,,,
15218,A01,PRODUCT14,201418,7180,,,,
15219,A01,PRODUCT62,201418,4720,,,,
15306,,,,,A20,PRODUCT58,201420,331
15307,,,,,A20,PRODUCT59,201420,26080
15308,,,,,A20,PRODUCT34,201420,1317
15676,,,,,A20,PRODUCT58,201419,264
15677,,,,,A20,PRODUCT59,201419,26397
15678,,,,,A20,PRODUCT34,201419,1550
16079,A01,PRODUCT2,201421,296,,,,
16080,A01,PRODUCT6,201421,0,,,,
16081,A01,PRODUCT58,201421,10778,,,,
16082,A01,PRODUCT63,201421,39229,,,,
16083,A01,PRODUCT15,201421,5721,,,,
16084,A01,PRODUCT4,201421,13429,,,,
16085,A01,PRODUCT16,201421,1159,,,,
16086,A01,PRODUCT59,201421,515421,,,,
16087,A01,PRODUCT34,201421,64793,,,,
16088,A01,PRODUCT7,201421,1557,,,,
16089,A01,PRODUCT75,201421,29864,,,,
16090,A01,PRODUCT8,201421,145,,,,
16091,A01,PRODUCT19,201421,2159,,,,
16092,A01,PRODUCT20,201421,6,,,,
16093,A01,PRODUCT47,201421,9566,,,,
16094,A01,PRODUCT60,201421,-1,,,,
16095,A01,PRODUCT56,201421,8705,,,,
16096,A01,PRODUCT57,201421,8593,,,,
16097,A01,PRODUCT12,201421,117926,,,,
16098,A01,PRODUCT1,201421,6277,,,,
16099,A01,PRODUCT33,201421,9483,,,,
16100,A01,PRODUCT14,201421,14630,,,,
16101,A01,PRODUCT62,201421,10531,,,,
16303,A01,PRODUCT2,201422,280,,,,
16304,A01,PRODUCT6,201422,0,,,,
16305,A01,PRODUCT58,201422,10369,,,,
16306,A01,PRODUCT63,201422,44209,,,,
16307,A01,PRODUCT15,201422,4975,,,,
16308,A01,PRODUCT4,201422,15412,,,,
16309,A01,PRODUCT16,201422,1294,,,,
16310,A01,PRODUCT59,201422,512823,,,,
16311,A01,PRODUCT34,201422,63609,,,,
16312,A01,PRODUCT7,201422,1044,,,,
16313,A01,PRODUCT75,201422,24631,,,,
16314,A01,PRODUCT8,201422,89,,,,
16315,A01,PRODUCT19,201422,2134,,,,
16316,A01,PRODUCT20,201422,17,,,,
16317,A01,PRODUCT47,201422,13964,,,,
16318,A01,PRODUCT60,201422,-1,,,,
16319,A01,PRODUCT56,201422,10071,,,,
16320,A01,PRODUCT57,201422,9488,,,,
16321,A01,PRODUCT12,201422,128496,,,,
16322,A01,PRODUCT1,201422,7204,,,,
16323,A01,PRODUCT33,201422,12441,,,,
16324,A01,PRODUCT14,201422,19391,,,,
16325,A01,PRODUCT62,201422,13650,,,,
16682,,,,,A20,PRODUCT58,201421,258
16683,,,,,A20,PRODUCT59,201421,25653
16684,,,,,A20,PRODUCT34,201421,1384
16814,,,,,A20,PRODUCT58,201422,267
16815,,,,,A20,PRODUCT59,201422,26249
16816,,,,,A20,PRODUCT34,201422,1391
17719,,,,,A20,PRODUCT58,201424,195
17720,,,,,A20,PRODUCT59,201424,26378
17721,,,,,A20,PRODUCT34,201424,1334
18246,A01,PRODUCT2,201423,264,,,,
18247,A01,PRODUCT6,201423,0,,,,
18248,A01,PRODUCT58,201423,13148,,,,
18249,A01,PRODUCT63,201423,37195,,,,
18250,A01,PRODUCT15,201423,4195,,,,
18251,A01,PRODUCT4,201423,13513,,,,
18252,A01,PRODUCT16,201423,1254,,,,
18253,A01,PRODUCT59,201423,572618,,,,
18254,A01,PRODUCT34,201423,72131,,,,
18255,A01,PRODUCT7,201423,855,,,,
18256,A01,PRODUCT75,201423,27305,,,,
18257,A01,PRODUCT8,201423,248,,,,
