,REGIONID,PRODUCT,YEARWEEK,QTY,REGIONID,PRODUCT,YEARWEEK,QTY
2196,A01,PRODUCT8,201404.0,258.0,,,,
2197,A01,PRODUCT19,201404.0,2264.0,,,,
2198,A01,PRODUCT20,201404.0,21.0,,,,
2199,A01,PRODUCT47,201404.0,4167.0,,,,
2200,A01,PRODUCT60,201404.0,10.0,,,,
2201,A01,PRODUCT56,201404.0,5436.0,,,,
2202,A01,PRODUCT57,201404.0,9196.0,,,,
2203,A01,PRODUCT12,201404.0,139609.0,,,,
2204,A01,PRODUCT1,201404.0,9457.0,,,,
2205,A01,PRODUCT33,201404.0,6041.0,,,,
2206,A01,PRODUCT14,201404.0,7562.0,,,,
2207,A01,PRODUCT62,201404.0,3325.0,,,,
2305,A01,PRODUCT2,201403.0,236.0,,,,
2306,A01,PRODUCT6,201403.0,0.0,,,,
2307,A01,PRODUCT58,201403.0,0.0,,,,
2308,A01,PRODUCT63,201403.0,31379.0,,,,
2309,A01,PRODUCT15,201403.0,3689.0,,,,
2310,A01,PRODUCT4,201403.0,17331.0,,,,
2311,A01,PRODUCT16,201403.0,1018.0,,,,
2312,A01,PRODUCT59,201403.0,237089.0,,,,
2313,A01,PRODUCT34,201403.0,13514.0,,,,
2314,A01,PRODUCT7,201403.0,789.0,,,,
2527,A01,PRODUCT2,201402.0,203.0,,,,
2528,A01,PRODUCT6,201402.0,1.0,,,,
2529,A01,PRODUCT58,201402.0,0.0,,,,
2530,A01,PRODUCT63,201402.0,38334.0,,,,
2531,A01,PRODUCT15,201402.0,4049.0,,,,
2532,A01,PRODUCT4,201402.0,14310.0,,,,
2533,A01,PRODUCT16,201402.0,919.0,,,,
2534,A01,PRODUCT59,201402.0,232995.0,,,,
2535,A01,PRODUCT34,201402.0,12032.0,,,,
2536,A01,PRODUCT7,201402.0,868.0,,,,
2537,A01,PRODUCT75,201402.0,21562.0,,,,
2538,A01,PRODUCT8,201402.0,102.0,,,,
2539,A01,PRODUCT19,201402.0,2401.0,,,,
2540,A01,PRODUCT20,201402.0,6.0,,,,
2541,A01,PRODUCT47,201402.0,4286.0,,,,
2542,A01,PRODUCT60,201402.0,10.0,,,,
2543,A01,PRODUCT56,201402.0,4611.0,,,,
2544,A01,PRODUCT57,201402.0,9108.0,,,,
2545,A01,PRODUCT12,201402.0,109173.0,,,,
2546,A01,PRODUCT1,201402.0,9169.0,,,,
2547,A01,PRODUCT33,201402.0,5337.0,,,,
2548,A01,PRODUCT14,201402.0,6363.0,,,,
2549,A01,PRODUCT62,201402.0,3309.0,,,,
3519,,,,,A20,PRODUCT58,201404.0,0.0
3520,,,,,A20,PRODUCT59,201404.0,14178.0
3521,,,,,A20,PRODUCT34,201404.0,442.0
3635,,,,,A20,PRODUCT58,201405.0,0.0
3636,,,,,A20,PRODUCT59,201405.0,15276.0
3637,,,,,A20,PRODUCT34,201405.0,524.0
3982,,,,,A20,PRODUCT58,201406.0,0.0
3983,,,,,A20,PRODUCT59,201406.0,15824.0
3984,,,,,A20,PRODUCT34,201406.0,606.0
4119,A01,PRODUCT2,201408.0,260.0,,,,
4120,A01,PRODUCT6,201408.0,0.0,,,,
4121,A01,PRODUCT58,201408.0,0.0,,,,
4122,A01,PRODUCT63,201408.0,47394.0,,,,
4123,A01,PRODUCT15,201408.0,3608.0,,,,
4124,A01,PRODUCT4,201408.0,21528.0,,,,
4125,A01,PRODUCT16,201408.0,1327.0,,,,
4126,A01,PRODUCT59,201408.0,406640.0,,,,
4127,A01,PRODUCT34,201408.0,40100.0,,,,
4128,A01,PRODUCT7,201408.0,1401.0,,,,
4129,A01,PRODUCT75,201408.0,31742.0,,,,
4130,A01,PRODUCT8,201408.0,126.0,,,,
4131,A01,PRODUCT19,201408.0,1414.0,,,,
4132,A01,PRODUCT20,201408.0,23.0,,,,
4133,A01,PRODUCT47,201408.0,5966.0,,,,
4134,A01,PRODUCT60,201408.0,2.0,,,,
4135,A01,PRODUCT56,201408.0,7592.0,,,,
4136,A01,PRODUCT57,201408.0,9314.0,,,,
4137,A01,PRODUCT12,201408.0,162431.0,,,,
4138,A01,PRODUCT1,201408.0,10156.0,,,,
4139,A01,PRODUCT33,201408.0,8519.0,,,,
4140,A01,PRODUCT14,201408.0,10811.0,,,,
4141,A01,PRODUCT62,201408.0,6383.0,,,,
4668,A01,PRODUCT2,201406.0,277.0,,,,
4669,A01,PRODUCT6,201406.0,6.0,,,,
4670,A01,PRODUCT58,201406.0,0.0,,,,
4671,A01,PRODUCT63,201406.0,35860.0,,,,
4672,A01,PRODUCT15,201406.0,4208.0,,,,
4673,A01,PRODUCT4,201406.0,17662.0,,,,
4674,A01,PRODUCT16,201406.0,991.0,,,,
4675,A01,PRODUCT59,201406.0,331793.0,,,,
4676,A01,PRODUCT34,201406.0,18152.0,,,,
4677,A01,PRODUCT7,201406.0,878.0,,,,
4678,A01,PRODUCT75,201406.0,24135.0,,,,
4679,A01,PRODUCT8,201406.0,156.0,,,,
4680,A01,PRODUCT19,201406.0,1428.0,,,,
4681,A01,PRODUCT20,201406.0,18.0,,,,
4682,A01,PRODUCT47,201406.0,3684.0,,,,
4683,A01,PRODUCT60,201406.0,5.0,,,,
4684,A01,PRODUCT56,201406.0,5777.0,,,,
4685,A01,PRODUCT57,201406.0,8392.0,,,,
4686,A01,PRODUCT12,201406.0,124848.0,,,,
4687,A01,PRODUCT1,201406.0,10327.0,,,,
4688,A01,PRODUCT33,201406.0,4854.0,,,,
4689,A01,PRODUCT14,201406.0,8858.0,,,,
4690,A01,PRODUCT62,201406.0,7374.0,,,,
4895,A01,PRODUCT2,201405.0,246.0,,,,
4896,A01,PRODUCT6,201405.0,0.0,,,,
4897,A01,PRODUCT58,201405.0,0.0,,,,
4898,A01,PRODUCT63,201405.0,43301.0,,,,
4899,A01,PRODUCT15,201405.0,3379.0,,,,
4900,A01,PRODUCT4,201405.0,24596.0,,,,
4901,A01,PRODUCT16,201405.0,1114.0,,,,
4902,A01,PRODUCT59,201405.0,310006.0,,,,
4903,A01,PRODUCT34,201405.0,12496.0,,,,
4904,A01,PRODUCT7,201405.0,972.0,,,,
4905,A01,PRODUCT75,201405.0,28700.0,,,,
4906,A01,PRODUCT8,201405.0,160.0,,,,
4907,A01,PRODUCT19,201405.0,2199.0,,,,
4908,A01,PRODUCT20,201405.0,22.0,,,,
4909,A01,PRODUCT47,201405.0,3276.0,,,,
4910,A01,PRODUCT60,201405.0,13.0,,,,
4911,A01,PRODUCT56,201405.0,5277.0,,,,
4912,A01,PRODUCT57,201405.0,8550.0,,,,
4913,A01,PRODUCT12,201405.0,167828.0,,,,
4914,A01,PRODUCT1,201405.0,10254.0,,,,
4915,A01,PRODUCT33,201405.0,4385.0,,,,
4916,A01,PRODUCT14,201405.0,6035.0,,,,
4917,A01,PRODUCT62,201405.0,3855.0,,,,
5547,A01,PRODUCT2,201407.0,240.0,,,,
5548,A01,PRODUCT6,201407.0,0.0,,,,
5549,A01,PRODUCT58,201407.0,0.0,,,,
5550,A01,PRODUCT63,201407.0,48170.0,,,,
5551,A01,PRODUCT15,201407.0,6211.0,,,,
5552,A01,PRODUCT4,201407.0,23494.0,,,,
5553,A01,PRODUCT16,201407.0,1294.0,,,,
5554,A01,PRODUCT59,201407.0,420826.0,,,,
5555,A01,PRODUCT34,201407.0,35577.0,,,,
5556,A01,PRODUCT7,201407.0,1024.0,,,,
5557,A01,PRODUCT75,201407.0,27527.0,,,,
5558,A01,PRODUCT8,201407.0,110.0,,,,
5559,A01,PRODUCT19,201407.0,2269.0,,,,
5560,A01,PRODUCT20,201407.0,37.0,,,,
5561,A01,PRODUCT47,201407.0,4931.0,,,,
5562,A01,PRODUCT60,201407.0,2.0,,,,
5563,A01,PRODUCT56,201407.0,5964.0,,,,
5564,A01,PRODUCT57,201407.0,8763.0,,,,
5565,A01,PRODUCT12,201407.0,157644.0,,,,
5566,A01,PRODUCT1,201407.0,9581.0,,,,
5567,A01,PRODUCT33,201407.0,6519.0,,,,
5568,A01,PRODUCT14,201407.0,9796.0,,,,
5569,A01,PRODUCT62,201407.0,6679.0,,,,
5797,A01,PRODUCT8,201409.0,115.0,,,,
5798,A01,PRODUCT19,201409.0,2544.0,,,,
5799,A01,PRODUCT20,201409.0,33.0,,,,
5800,A01,PRODUCT47,201409.0,4175.0,,,,
5801,A01,PRODUCT60,201409.0,-2.0,,,,
5802,A01,PRODUCT56,201409.0,7003.0,,,,
5803,A01,PRODUCT57,201409.0,8571.0,,,,
5804,A01,PRODUCT12,201409.0,147877.0,,,,
5805,A01,PRODUCT1,201409.0,9045.0,,,,
5806,A01,PRODUCT33,201409.0,8135.0,,,,
5807,A01,PRODUCT14,201409.0,9000.0,,,,
5808,A01,PRODUCT62,201409.0,4571.0,,,,
6136,,,,,A20,PRODUCT58,201407.0,0.0
6137,,,,,A20,PRODUCT59,201407.0,16409.0
6138,,,,,A20,PRODUCT34,201407.0,725.0
6851,A01,PRODUCT2,201409.0,314.0,,,,
6852,A01,PRODUCT6,201409.0,0.0,,,,
6853,A01,PRODUCT58,201409.0,0.0,,,,
6854,A01,PRODUCT63,201409.0,42695.0,,,,
6855,A01,PRODUCT15,201409.0,3824.0,,,,
6856,A01,PRODUCT4,201409.0,19137.0,,,,
6857,A01,PRODUCT16,201409.0,988.0,,,,
6858,A01,PRODUCT59,201409.0,379845.0,,,,
6859,A01,PRODUCT34,201409.0,38850.0,,,,
6860,A01,PRODUCT7,201409.0,978.0,,,,
6861,A01,PRODUCT75,201409.0,25819.0,,,,
6884,A01,PRODUCT2,201410.0,330.0,,,,
6885,A01,PRODUCT6,201410.0,1.0,,,,
6886,A01,PRODUCT58,201410.0,0.0,,,,
6887,A01,PRODUCT63,201410.0,40494.0,,,,
6888,A01,PRODUCT15,201410.0,3694.0,,,,
6889,A01,PRODUCT4,201410.0,16086.0,,,,
6890,A01,PRODUCT16,201410.0,965.0,,,,
6891,A01,PRODUCT59,201410.0,384239.0,,,,
6892,A01,PRODUCT34,201410.0,31439.0,,,,
6893,A01,PRODUCT7,201410.0,1245.0,,,,
6894,A01,PRODUCT75,201410.0,30186.0,,,,
6895,A01,PRODUCT8,201410.0,81.0,,,,
6896,A01,PRODUCT19,201410.0,2064.0,,,,
6897,A01,PRODUCT20,201410.0,7.0,,,,
6898,A01,PRODUCT47,201410.0,4187.0,,,,
6899,A01,PRODUCT60,201410.0,3.0,,,,
6900,A01,PRODUCT56,201410.0,6849.0,,,,
6901,A01,PRODUCT57,201410.0,7857.0,,,,
6902,A01,PRODUCT12,201410.0,145733.0,,,,
6903,A01,PRODUCT1,201410.0,8141.0,,,,
6904,A01,PRODUCT33,201410.0,7632.0,,,,
6905,A01,PRODUCT14,201410.0,9286.0,,,,
6906,A01,PRODUCT62,201410.0,5503.0,,,,
7121,,,,,A20,PRODUCT58,201409.0,0.0
7122,,,,,A20,PRODUCT59,201409.0,22278.0
7123,,,,,A20,PRODUCT34,201409.0,1069.0
7361,,,,,A20,PRODUCT58,201408.0,0.0
7362,,,,,A20,PRODUCT59,201408.0,15941.0
7363,,,,,A20,PRODUCT34,201408.0,1053.0
7796,A01,PRODUCT2,201411.0,336.0,,,,
7797,A01,PRODUCT6,201411.0,0.0,,,,
7798,A01,PRODUCT58,201411.0,0.0,,,,
7799,A01,PRODUCT63,201411.0,35093.0,,,,
7800,A01,PRODUCT15,201411.0,4213.0,,,,
7801,A01,PRODUCT4,201411.0,14790.0,,,,
7802,A01,PRODUCT16,201411.0,951.0,,,,
7803,A01,PRODUCT59,201411.0,372185.0,,,,
7804,A01,PRODUCT34,201411.0,28563.0,,,,
7805,A01,PRODUCT7,201411.0,1487.0,,,,
7806,A01,PRODUCT75,201411.0,34159.0,,,,
7807,A01,PRODUCT8,201411.0,97.0,,,,
7808,A01,PRODUCT19,201411.0,2669.0,,,,
7809,A01,PRODUCT20,201411.0,78.0,,,,
7810,A01,PRODUCT47,201411.0,4692.0,,,,
7811,A01,PRODUCT60,201411.0,6.0,,,,
7812,A01,PRODUCT56,201411.0,8219.0,,,,
7813,A01,PRODUCT57,201411.0,10860.0,,,,
7814,A01,PRODUCT12,201411.0,132535.0,,,,
7815,A01,PRODUCT1,201411.0,7635.0,,,,
7816,A01,PRODUCT33,201411.0,7415.0,,,,
7817,A01,PRODUCT14,201411.0,9027.0,,,,
7818,A01,PRODUCT62,201411.0,4984.0,,,,
8150,A01,PRODUCT20,201413.0,14.0,,,,
8151,A01,PRODUCT47,201413.0,4307.0,,,,
8171,A01,PRODUCT2,201412.0,422.0,,,,
8172,A01,PRODUCT6,201412.0,8.0,,,,
8173,A01,PRODUCT58,201412.0,4.0,,,,
8174,A01,PRODUCT63,201412.0,35347.0,,,,
8175,A01,PRODUCT15,201412.0,5746.0,,,,
8176,A01,PRODUCT4,201412.0,15900.0,,,,
8177,A01,PRODUCT16,201412.0,858.0,,,,
8178,A01,PRODUCT59,201412.0,340359.0,,,,
8179,A01,PRODUCT34,201412.0,30164.0,,,,
8180,A01,PRODUCT7,201412.0,1160.0,,,,
8181,A01,PRODUCT75,201412.0,30724.0,,,,
8182,A01,PRODUCT8,201412.0,133.0,,,,
8183,A01,PRODUCT19,201412.0,3190.0,,,,
8184,A01,PRODUCT20,201412.0,23.0,,,,
8185,A01,PRODUCT47,201412.0,4224.0,,,,
8186,A01,PRODUCT60,201412.0,1.0,,,,
8187,A01,PRODUCT56,201412.0,5264.0,,,,
8188,A01,PRODUCT57,201412.0,8738.0,,,,
8189,A01,PRODUCT12,201412.0,130579.0,,,,
8190,A01,PRODUCT1,201412.0,7703.0,,,,
8191,A01,PRODUCT33,201412.0,6915.0,,,,
8192,A01,PRODUCT14,201412.0,8027.0,,,,
8193,A01,PRODUCT62,201412.0,3689.0,,,,
8521,,,,,A20,PRODUCT58,201410.0,0.0
8522,,,,,A20,PRODUCT59,201410.0,16490.0
8523,,,,,A20,PRODUCT34,201410.0,926.0
9139,A01,PRODUCT2,201413.0,293.0,,,,
9140,A01,PRODUCT6,201413.0,1.0,,,,
9141,A01,PRODUCT58,201413.0,226.0,,,,
9142,A01,PRODUCT63,201413.0,35759.0,,,,
9143,A01,PRODUCT15,201413.0,4566.0,,,,
9144,A01,PRODUCT4,201413.0,15502.0,,,,
9145,A01,PRODUCT16,201413.0,756.0,,,,
9146,A01,PRODUCT59,201413.0,335927.0,,,,
9147,A01,PRODUCT34,201413.0,35292.0,,,,
9148,A01,PRODUCT7,201413.0,1785.0,,,,
9149,A01,PRODUCT75,201413.0,26971.0,,,,
9150,A01,PRODUCT8,201413.0,173.0,,,,
9151,A01,PRODUCT19,201413.0,2352.0,,,,
9396,,,,,A20,PRODUCT58,201413.0,0.0
9397,,,,,A20,PRODUCT59,201413.0,18003.0
9644,,,,,A20,PRODUCT34,201413.0,975.0
9769,,,,,A20,PRODUCT58,201412.0,0.0
9770,,,,,A20,PRODUCT59,201412.0,17859.0
9771,,,,,A20,PRODUCT34,201412.0,909.0
9971,,,,,A20,PRODUCT58,201411.0,0.0
9972,,,,,A20,PRODUCT59,201411.0,16794.0
9973,,,,,A20,PRODUCT34,201411.0,838.0
10532,,,,,A20,PRODUCT58,201414.0,0.0
10533,,,,,A20,PRODUCT59,201414.0,19288.0
10534,,,,,A20,PRODUCT34,201414.0,999.0
10574,A01,PRODUCT60,201413.0,0.0,,,,
10575,A01,PRODUCT56,201413.0,4657.0,,,,
10576,A01,PRODUCT57,201413.0,8684.0,,,,
10577,A01,PRODUCT12,201413.0,126000.0,,,,
10578,A01,PRODUCT1,201413.0,7295.0,,,,
10579,A01,PRODUCT33,201413.0,6287.0,,,,
10580,A01,PRODUCT14,201413.0,8538.0,,,,
10581,A01,PRODUCT62,201413.0,4882.0,,,,
10663,,,,,A20,PRODUCT58,201415.0,47.0
10664,,,,,A20,PRODUCT59,201415.0,19600.0
10665,,,,,A20,PRODUCT34,201415.0,991.0
11108,A01,PRODUCT2,201414.0,278.0,,,,
12666,,,,,A20,PRODUCT58,201417.0,169.0
12667,,,,,A20,PRODUCT59,201417.0,26086.0
12668,,,,,A20,PRODUCT34,201417.0,1264.0
13039,,,,,A20,PRODUCT58,201416.0,40.0
13040,,,,,A20,PRODUCT59,201416.0,19047.0
13041,,,,,A20,PRODUCT34,201416.0,1090.0
13308,,,,,A20,PRODUCT58,201418.0,247.0
13309,,,,,A20,PRODUCT59,201418.0,24430.0
13310,,,,,A20,PRODUCT34,201418.0,1514.0
15306,,,,,A20,PRODUCT58,201420.0,331.0
15307,,,,,A20,PRODUCT59,201420.0,26080.0
15308,,,,,A20,PRODUCT34,201420.0,1317.0
15676,,,,,A20,PRODUCT58,201419.0,264.0
15677,,,,,A20,PRODUCT59,201419.0,26397.0
15678,,,,,A20,PRODUCT34,201419.0,1550.0
16682,,,,,A20,PRODUCT58,201421.0,258.0
16683,,,,,A20,PRODUCT59,201421.0,25653.0
16684,,,,,A20,PRODUCT34,201421.0,1384.0
16814,,,,,A20,PRODUCT58,201422.0,267.0
16815,,,,,A20,PRODUCT59,201422.0,26249.0
16816,,,,,A20,PRODUCT34,201422.0,1391.0
17719,,,,,A20,PRODUCT58,201424.0,195.0
17720,,,,,A20,PRODUCT59,201424.0,26378.0
17721,,,,,A20,PRODUCT34,201424.0,1334.0
18839,,,,,A20,PRODUCT58,201423.0,315.0
18840,,,,,A20,PRODUCT59,201423.0,25993.0
18841,,,,,A20,PRODUCT34,201423.0,1422.0
19279,,,,,A20,PRODUCT58,201425.0,222.0
19280,,,,,A20,PRODUCT59,201425.0,26738.0
19281,,,,,A20,PRODUCT34,201425.0,1260.0
20193,,,,,A20,PRODUCT58,201447.0,208.0
20194,,,,,A20,PRODUCT59,201447.0,56082.0
20195,,,,,A20,PRODUCT34,201447.0,4017.0
20360,,,,,A20,PRODUCT58,201450.0,285.0
20361,,,,,A20,PRODUCT59,201450.0,81050.0
20362,,,,,A20,PRODUCT34,201450.0,5664.0
20552,,,,,A20,PRODUCT58,201432.0,255.0
20553,,,,,A20,PRODUCT59,201432.0,34429.0
20554,,,,,A20,PRODUCT34,201432.0,1938.0
24785,,,,,A20,PRODUCT58,201428.0,236.0
24786,,,,,A20,PRODUCT59,201428.0,31182.0
24787,,,,,A20,PRODUCT34,201428.0,954.0
26296,,,,,A20,PRODUCT58,201438.0,187.0
26297,,,,,A20,PRODUCT59,201438.0,38267.0
26298,,,,,A20,PRODUCT34,201438.0,2203.0
26401,,,,,A20,PRODUCT58,201429.0,211.0
26402,,,,,A20,PRODUCT59,201429.0,33506.0
26403,,,,,A20,PRODUCT34,201429.0,1046.0
27108,,,,,A20,PRODUCT58,201517.0,94.0
27109,,,,,A20,PRODUCT59,201517.0,87240.0
27110,,,,,A20,PRODUCT34,201517.0,3728.0
27745,,,,,A20,PRODUCT58,201430.0,226.0
27746,,,,,A20,PRODUCT59,201430.0,32170.0
27747,,,,,A20,PRODUCT34,201430.0,1134.0
28231,,,,,A20,PRODUCT58,201435.0,255.0
28232,,,,,A20,PRODUCT59,201435.0,36705.0
28233,,,,,A20,PRODUCT34,201435.0,2001.0
29396,,,,,A20,PRODUCT58,201505.0,107.0
29397,,,,,A20,PRODUCT59,201505.0,55632.0
29398,,,,,A20,PRODUCT34,201505.0,3086.0
30219,,,,,A20,PRODUCT58,201519.0,75.0
30220,,,,,A20,PRODUCT59,201519.0,101432.0
30221,,,,,A20,PRODUCT34,201519.0,4611.0
30972,,,,,A20,PRODUCT58,201518.0,79.0
30973,,,,,A20,PRODUCT59,201518.0,88025.0
30974,,,,,A20,PRODUCT34,201518.0,21689.0
31521,,,,,A20,PRODUCT58,201540.0,33.0
31522,,,,,A20,PRODUCT59,201540.0,112120.0
31523,,,,,A20,PRODUCT34,201540.0,3583.0
32412,,,,,A20,PRODUCT58,201503.0,120.0
32413,,,,,A20,PRODUCT59,201503.0,49540.0
32414,,,,,A20,PRODUCT34,201503.0,3298.0
32605,,,,,A20,PRODUCT58,201508.0,110.0
32606,,,,,A20,PRODUCT59,201508.0,57025.0
32607,,,,,A20,PRODUCT34,201508.0,3330.0
34014,,,,,A20,PRODUCT58,201504.0,133.0
34015,,,,,A20,PRODUCT59,201504.0,49807.0
34016,,,,,A20,PRODUCT34,201504.0,2947.0
35816,,,,,A20,PRODUCT58,201513.0,96.0
35817,,,,,A20,PRODUCT59,201513.0,70250.0
35818,,,,,A20,PRODUCT34,201513.0,3577.0
36044,,,,,A20,PRODUCT58,201501.0,174.0
36045,,,,,A20,PRODUCT59,201501.0,62018.0
36046,,,,,A20,PRODUCT34,201501.0,4339.0
39365,,,,,A20,PRODUCT58,201533.0,46.0
39366,,,,,A20,PRODUCT59,201533.0,115340.0
39367,,,,,A20,PRODUCT34,201533.0,4447.0
40607,,,,,A20,PRODUCT58,201515.0,89.0
40608,,,,,A20,PRODUCT59,201515.0,77169.0
40609,,,,,A20,PRODUCT34,201515.0,3520.0
41708,,,,,A20,PRODUCT58,201507.0,110.0
41709,,,,,A20,PRODUCT59,201507.0,62122.0
41710,,,,,A20,PRODUCT34,201507.0,3597.0
41845,,,,,A20,PRODUCT58,201516.0,88.0
41846,,,,,A20,PRODUCT59,201516.0,89554.0
41847,,,,,A20,PRODUCT34,201516.0,3735.0
43066,,,,,A20,PRODUCT58,201538.0,29.0
43067,,,,,A20,PRODUCT59,201538.0,106636.0
43068,,,,,A20,PRODUCT34,201538.0,3458.0
44046,,,,,A20,PRODUCT58,201506.0,102.0
44047,,,,,A20,PRODUCT59,201506.0,56433.0
44048,,,,,A20,PRODUCT34,201506.0,3516.0
44520,,,,,A20,PRODUCT58,201436.0,226.0
44521,,,,,A20,PRODUCT59,201436.0,37096.0
44522,,,,,A20,PRODUCT34,201436.0,2038.0
45538,,,,,A20,PRODUCT58,201520.0,81.0
45539,,,,,A20,PRODUCT59,201520.0,93615.0
45540,,,,,A20,PRODUCT34,201520.0,4461.0
46663,,,,,A20,PRODUCT58,201426.0,242.0
46664,,,,,A20,PRODUCT59,201426.0,27907.0
46665,,,,,A20,PRODUCT34,201426.0,1176.0
47294,,,,,A20,PRODUCT58,201431.0,236.0
47295,,,,,A20,PRODUCT59,201431.0,34180.0
47296,,,,,A20,PRODUCT34,201431.0,1272.0
47666,,,,,A20,PRODUCT58,201512.0,166.0
47667,,,,,A20,PRODUCT59,201512.0,69135.0
47668,,,,,A20,PRODUCT34,201512.0,3834.0
47694,,,,,A20,PRODUCT58,201449.0,213.0
47695,,,,,A20,PRODUCT59,201449.0,76079.0
47696,,,,,A20,PRODUCT34,201449.0,5776.0
48855,,,,,A20,PRODUCT58,201444.0,193.0
48856,,,,,A20,PRODUCT59,201444.0,49758.0
48857,,,,,A20,PRODUCT34,201444.0,3699.0
49056,,,,,A20,PRODUCT58,201446.0,197.0
49057,,,,,A20,PRODUCT59,201446.0,52696.0
49058,,,,,A20,PRODUCT34,201446.0,4262.0
49376,,,,,A20,PRODUCT58,201440.0,187.0
49377,,,,,A20,PRODUCT59,201440.0,42544.0
49378,,,,,A20,PRODUCT34,201440.0,3137.0
50419,,,,,A20,PRODUCT58,201514.0,100.0
50420,,,,,A20,PRODUCT59,201514.0,64589.0
50421,,,,,A20,PRODUCT34,201514.0,3110.0
50790,,,,,A20,PRODUCT58,201437.0,214.0
50791,,,,,A20,PRODUCT59,201437.0,37589.0
50792,,,,,A20,PRODUCT34,201437.0,2006.0
51269,,,,,A20,PRODUCT58,201452.0,475.0
51270,,,,,A20,PRODUCT59,201452.0,120048.0
51271,,,,,A20,PRODUCT34,201452.0,13426.0
52459,,,,,A20,PRODUCT58,201433.0,264.0
52460,,,,,A20,PRODUCT59,201433.0,36236.0
52461,,,,,A20,PRODUCT34,201433.0,2006.0
52963,,,,,A20,PRODUCT58,201441.0,185.0
52964,,,,,A20,PRODUCT59,201441.0,40197.0
52965,,,,,A20,PRODUCT34,201441.0,3159.0
53165,,,,,A20,PRODUCT58,201535.0,31.0
53699,,,,,A20,PRODUCT58,201427.0,216.0
53700,,,,,A20,PRODUCT59,201427.0,30084.0
53701,,,,,A20,PRODUCT34,201427.0,1026.0
54614,,,,,A20,PRODUCT58,201451.0,261.0
54615,,,,,A20,PRODUCT59,201451.0,99194.0
54616,,,,,A20,PRODUCT34,201451.0,7830.0
55066,,,,,A20,PRODUCT59,201535.0,101701.0
55067,,,,,A20,PRODUCT34,201535.0,3711.0
55272,,,,,A20,PRODUCT58,201510.0,148.0
55273,,,,,A20,PRODUCT59,201510.0,69553.0
55274,,,,,A20,PRODUCT34,201510.0,3666.0
55275,,,,,A20,PRODUCT59,201502.0,53048.0
55276,,,,,A20,PRODUCT34,201502.0,3578.0
